"","CODIGO","NOMBRE_UNIVERSIDAD","TIPO_GESTION","DEPARTAMENTO_FILIAL","NOMBRE_FILIAL","CODIGO_CLASE_PROGRAMA","NOMBRE_CLASE_PROGRAMA","NOMBRE_PROGRAMA","ANIO_PERIODO","Cant_Carnes"
"2202","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",42,"DERECHO","DERECHO Y CIENCIAS POLITICAS",2018,535
"2203","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",42,"DERECHO","M. DERECHO-CS. PENALES Y CRIMINOLOGICAS",2018,12
"2204","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",42,"DERECHO","MAESTRIA EN DERECHO CONSTITUCIONAL Y ADMINISTRATIVO",2018,9
"2205","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",42,"DERECHO","MAESTRIA EN DERECHO DE FAMILIA Y POLITICAS PUBLICAS DEL NIÑO Y DEL ADOLESCENTE",2018,16
"2206","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",51,"CIENCIAS BIOLÓGICAS Y AFINES","BIOLOG., QUIM. Y TECNOLOGIA DE ALIMENTOS",2018,12
"2207","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",51,"CIENCIAS BIOLÓGICAS Y AFINES","BIOLOGIA CON MENCION EN BIOTECNOLOGIA",2018,158
"2208","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",52,"MEDIO AMBIENTE","DOCTORADO EN CIENCIAS AMBIENTALES",2018,5
"2209","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",52,"MEDIO AMBIENTE","INGENIERIA AMBIENTAL",2018,416
"2210","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",52,"MEDIO AMBIENTE","M. ECOLOGIA Y GESTION AMBIENTAL",2018,2
"2211","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",53,"CIENCIAS FÍSICAS Y QUÍMICAS","FISICA",2018,15
"2212","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",53,"CIENCIAS FÍSICAS Y QUÍMICAS","INGENIERIA QUIMICA",2018,322
"2213","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",54,"MATEMÁTICAS Y ESTADÍSTICA","ESTADISTICA E INFORMATICA",2018,114
"2214","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",54,"MATEMÁTICAS Y ESTADÍSTICA","MATEMATICA APLICADA",2018,56
"2215","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",61,"INFORMÁTICA","INGENIERIA DE SISTEMAS",2018,317
"2216","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",61,"INFORMÁTICA","INGENIERIA INFORMATICA",2018,262
"2217","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",61,"INFORMÁTICA","M. INGENIERIA DE SISTEMAS",2018,8
"2218","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",71,"INGENIERÍA Y PROFESIONES AFINES","ELECTRONICA",2018,10
"2219","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",71,"INGENIERÍA Y PROFESIONES AFINES","INGENIERIA ELECTRONICA",2018,300
"2220","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",71,"INGENIERÍA Y PROFESIONES AFINES","INGENIERIA METALURGICA",2018,380
"2221","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA EN INDUSTRIAS ALIMENTARIAS",2018,319
"2222","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL",2018,334
"2223","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,313
"2224","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",81,"AGRICULTURA","INGENIERIA AGRONOMICA",2018,377
"2225","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",81,"AGRICULTURA","INGENIERIA ZOOTECNICA",2018,254
"2226","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",83,"PESCA","INGENIERIA ACUICOLA",2018,99
"2227","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",83,"PESCA","INGENIERIA PESQUERA",2018,255
"2228","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",91,"SALUD","BROMATOLOGIA Y NUTRICION",2018,428
"2229","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",91,"SALUD","ENFERMERIA",2018,325
"2230","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",91,"SALUD","M. CIENCIA DE LOS ALIMENTOS",2018,3
"2231","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",91,"SALUD","MEDICINA HUMANA",2018,326
"2232","028","UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION","PUBLICO","LIMA","UNJFSC-SEDE PRINCIPAL",92,"BIENESTAR","TRABAJO SOCIAL",2018,407
"2233","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,4
"2234","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGÍA",2018,7
"2235","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION DE EMPRESAS",2018,1
"2236","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION DE SERVICIOS",2018,1
"2237","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD Y AUDITORIA",2018,2
"2238","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",42,"DERECHO","DERECHO",2018,1
"2239","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",71,"INGENIERÍA Y PROFESIONES AFINES","INGENIERIA MECANICO - ELECTRICA",2018,1
"2240","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL Y DE SISTEMAS",2018,4
"2241","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,2
"2242","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,2
"2243","029","UNIVERSIDAD DE PIURA","PRIVADO","","[NO ESPECIFICADO]",91,"SALUD","MEDICINA HUMANA",2018,2
"2244","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",19,"OTROS PROGRAMAS EN EDUCACIÓN","MAESTRIA EN EDUCACIÓN",2018,11
"2245","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","DOCTORADO EN HUMANIDADES MENCION EN ESTUDIOS SOBRE CULTURA",2018,22
"2246","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,287
"2247","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN GESTION CULTURAL",2018,9
"2248","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGÍA",2018,268
"2249","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION DE EMPRESAS",2018,806
"2250","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION DE SERVICIOS",2018,265
"2251","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",42,"DERECHO","DERECHO",2018,278
"2252","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",42,"DERECHO","MAESTRÍA EN DERECHO ADMINISTRATIVO Y REGULATORIO DE MERCADO",2018,30
"2253","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL Y DE SISTEMAS",2018,437
"2254","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,1
"2255","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",73,"ARQUITECTURA Y CONSTRUCCIÓN","MAESTRÍA INGENIERÍA CIVIL CON MENCIÓN EN INGENIERÍA VIAL",2018,76
"2256","029","UNIVERSIDAD DE PIURA","PRIVADO","LIMA","UDEP-CAMPUS LIMA",91,"SALUD","MEDICINA HUMANA",2018,180
"2257","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",11,"EDUCACIÓN INICIAL Y PRIMARIA","INICIAL",2018,76
"2258","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",11,"EDUCACIÓN INICIAL Y PRIMARIA","NIVEL PRIMARIA",2018,31
"2259","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",12,"EDUCACIÓN SECUNDARIA","NIVEL SECUNDARIA - HISTORIA Y CIENCIAS SOCIALES",2018,16
"2260","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",12,"EDUCACIÓN SECUNDARIA","NIVEL SECUNDARIA - LENGUA INGLESA",2018,40
"2261","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",12,"EDUCACIÓN SECUNDARIA","NIVEL SECUNDARIA - LENGUA Y LITERATURA",2018,19
"2262","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",12,"EDUCACIÓN SECUNDARIA","NIVEL SECUNDARIA - MATEMATICA Y FISICA",2018,41
"2263","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",19,"OTROS PROGRAMAS EN EDUCACIÓN","SEAD",2018,3
"2264","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",22,"HUMANIDADES","HISTORIA Y GESTIÓN CULTURAL",2018,41
"2265","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,315
"2266","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",32,"PERIODISMO E INFORMACIÓN","COMUNICACION",2018,354
"2267","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION DE EMPRESAS",2018,570
"2268","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD Y AUDITORIA",2018,180
"2269","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",42,"DERECHO","DERECHO",2018,357
"2270","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",71,"INGENIERÍA Y PROFESIONES AFINES","INGENIERIA MECANICO - ELECTRICA",2018,435
"2271","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL Y DE SISTEMAS",2018,596
"2272","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,326
"2273","029","UNIVERSIDAD DE PIURA","PRIVADO","PIURA","UDEP-CAMPUS PIURA",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,734
"2274","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",23,"IDIOMAS","TRADUCCION E INTERPRETACION",2018,11
"2275","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,2
"2276","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGIA",2018,13
"2277","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION DE NEGOCIOS GLOBALES",2018,5
"2278","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION Y GERENCIA",2018,10
"2279","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD Y FINANZAS",2018,2
"2280","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",41,"ADMINISTRACIÓN Y COMERCIO","MARKETING GLOBAL Y ADMINISTRACION COM.",2018,4
"2281","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",42,"DERECHO","DERECHO",2018,4
"2282","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",51,"CIENCIAS BIOLÓGICAS Y AFINES","BIOLOGIA",2018,3
"2283","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",61,"INFORMÁTICA","INGENIERIA INFORMATICA",2018,2
"2284","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",61,"INFORMÁTICA","MAESTRIA EN CIENCIA DE LOS DATOS",2018,1
"2285","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",71,"INGENIERÍA Y PROFESIONES AFINES","INGENIERIA ELECTRONICA",2018,1
"2286","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL",2018,7
"2287","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,18
"2288","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,13
"2289","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",84,"VETERINARIA","MEDICINA VETERINARIA",2018,8
"2290","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","","[NO ESPECIFICADO]",91,"SALUD","MEDICINA HUMANA",2018,27
"2291","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",1,"SERVICIOS PERSONALES","TURISMO Y HOTELERIA",2018,282
"2292","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","M. EN SALUD PUBLICA",2018,68
"2293","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","MAES. SIST. DE LA CALID. EN LA IND. ALIM",2018,39
"2294","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",13,"EDUCACIÓN SUPERIOR Y TECNOLÓGICA","MAESTRIA EN DOCENCIA SUPERIOR",2018,87
"2295","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",16,"EDUCACIÓN ARTÍSTICA","MAESTRIA EN EDUCACION POR EL ARTE",2018,38
"2296","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",19,"OTROS PROGRAMAS EN EDUCACIÓN","EDUCACION",2018,12
"2297","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",19,"OTROS PROGRAMAS EN EDUCACIÓN","SEGUNDA ESPEC. PROF. EN PSICOPEDAGOGIA",2018,35
"2298","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",23,"IDIOMAS","MAESTRIA EN TRADUCCION",2018,26
"2299","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",23,"IDIOMAS","TRADUCCION E INTERPRETACION",2018,898
"2300","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,158
"2301","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAEST. EN COMPORTAMIENTO ORGANIZACIONAL",2018,141
"2302","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAEST. EN PSIC. CLINICA Y DE LA SALUD",2018,75
"2303","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN CIENCIA POLITICA",2018,6
"2304","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN PSICOLOGIA MENCION",2018,67
"2305","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","PSICOLOGIA",2018,772
"2306","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",32,"PERIODISMO E INFORMACIÓN","MAESTRIA EN MUSEOLOGIA",2018,24
"2307","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION DE NEGOCIOS GLOBALES",2018,757
"2308","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",41,"ADMINISTRACIÓN Y COMERCIO","ADMINISTRACION Y GERENCIA",2018,1331
"2309","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",41,"ADMINISTRACIÓN Y COMERCIO","CONTABILIDAD Y FINANZAS",2018,629
"2310","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",41,"ADMINISTRACIÓN Y COMERCIO","DOCTORADO EN ADMINISTRACION DE NEGOCIOS GLOBALES",2018,40
"2311","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",41,"ADMINISTRACIÓN Y COMERCIO","MAESTRIA EN ADMINISTRACION DE NEGOCIOS",2018,170
"2312","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",41,"ADMINISTRACIÓN Y COMERCIO","MARKETING GLOBAL Y ADMINISTRACION COM.",2018,343
"2313","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",42,"DERECHO","DERECHO",2018,517
"2314","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",51,"CIENCIAS BIOLÓGICAS Y AFINES","BIOLOGIA",2018,332
"2315","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",51,"CIENCIAS BIOLÓGICAS Y AFINES","SEGUNDA ESPECIALIDAD EN MICROBIOLOGIA Y PARASITOLOGIA EN SALUD",2018,15
"2316","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",52,"MEDIO AMBIENTE","MAESTRIA EN ECOLOGIA Y GESTION AMBIENTAL",2018,139
"2317","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",61,"INFORMÁTICA","INGENIERIA INFORMATICA",2018,383
"2318","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",61,"INFORMÁTICA","M. ING. INFORMATICA NEG. ELECT",2018,15
"2319","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",61,"INFORMÁTICA","MAESTRIA EN CIENCIA DE LOS DATOS",2018,86
"2320","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",61,"INFORMÁTICA","MAESTRIA EN INGENIERIA INFORMATICA MENCION EN INGENIERA DE SOFTWARE",2018,28
"2321","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",71,"INGENIERÍA Y PROFESIONES AFINES","INGENIERIA ELECTRONICA",2018,188
"2322","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",71,"INGENIERÍA Y PROFESIONES AFINES","INGENIERIA MECATRONICA",2018,311
"2323","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",72,"INDUSTRIA Y PRODUCCIÓN","INGENIERIA INDUSTRIAL",2018,1212
"2324","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",72,"INDUSTRIA Y PRODUCCIÓN","M. EN INGENIERIA INDUSTRIAL",2018,162
"2325","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","ARQUITECTURA",2018,2260
"2326","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","INGENIERIA CIVIL",2018,2121
"2327","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","M. ARQUITECTURA GEST. EMPRES.",2018,23
"2328","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","M. EN  ARQUITECTURA  Y SOSTENIBILIDAD",2018,69
"2329","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",73,"ARQUITECTURA Y CONSTRUCCIÓN","MAESTRIA  EN ING. VIAL MENCION",2018,240
"2330","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",84,"VETERINARIA","MEDICINA VETERINARIA",2018,446
"2331","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",91,"SALUD","ENFERMERIA",2018,184
"2332","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LIMA","URP-UNICA SEDE",91,"SALUD","MEDICINA HUMANA",2018,2590
"2333","031","UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO","PUBLICO","LAMBAYEQUE","UNPRG-SEDE PRINCIPAL",19,"OTROS PROGRAMAS EN EDUCACIÓN","EDUCACION",2018,84
"2334","031","UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO","PUBLICO","LAMBAYEQUE","UNPRG-SEDE PRINCIPAL",21,"ARTE","ARTE",2018,2
"2335","031","UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO","PUBLICO","LAMBAYEQUE","UNPRG-SEDE PRINCIPAL",22,"HUMANIDADES","ARQUEOLOGIA",2018,13
"2336","031","UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO","PUBLICO","LAMBAYEQUE","UNPRG-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","CIENCIAS POLITICAS",2018,28
"2337","031","UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO","PUBLICO","LAMBAYEQUE","UNPRG-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,77
