"","CODIGO_ENTIDAD","NOMBRE","TIPO_GESTION","ESTADO_LICENCIAMIENTO","PERIODO_LICENCIAMIENTO","CODIGO_FILIAL","NOMBRE_FILIAL","DEPARTAMENTO_FILIAL","PROVINCIA_FILIAL","CODIGO_LOCAL","DEPARTAMENTO_LOCAL","PROVINCIA_LOCAL","DISTRITO_LOCAL","LATITUD_UBICACION","LONGITUD_UBICACION","TIPO_AUTORIZACION_LOCAL","DENOMINACION_PROGRAMA","TIPO_NIVEL_ACADEMICO","NIVEL_ACADEMICO","CODIGO_CLASE_PROGRAMA_N2","NOMBRE_CLASE_PROGRAMA_N2","TIPO_AUTORIZACION_PROGRAMA","TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"12788","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12789","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12790","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12791","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12792","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12793","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12794","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12795","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12796","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12797","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12798","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12799","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12800","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12801","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12802","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12803","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12804","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12805","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12806","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12807","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12808","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12809","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12810","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12811","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12812","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12813","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12814","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12815","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12816","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12817","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12818","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12819","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12820","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12821","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12822","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12823","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12824","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12825","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12826","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12827","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12828","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12829","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12830","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12831","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12832","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12833","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12834","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12835","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12836","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12837","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12838","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12839","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12840","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12841","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12842","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12843","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12844","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12845","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12846","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12847","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12848","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12849","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12850","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12851","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12852","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12853","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12854","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12855","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12856","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12857","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12858","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12859","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12860","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12861","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12862","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12863","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12864","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12865","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12866","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12867","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12868","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12869","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12870","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12871","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12872","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12873","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12874","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12875","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12876","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12877","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12878","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12879","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12880","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12881","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12882","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12883","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12884","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12885","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12886","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12887","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12888","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12889","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12890","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12891","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12892","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12893","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12894","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12895","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12896","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12897","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12898","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12899","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12900","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12901","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12902","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12903","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12904","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12905","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12906","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12907","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12908","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12909","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12910","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12911","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12912","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12913","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12914","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12915","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12916","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12917","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12918","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12919","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12920","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12921","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12922","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12923","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12924","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12925","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12926","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12927","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12928","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12929","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12930","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12931","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12932","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12933","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12934","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12935","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12936","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12937","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12938","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12939","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12940","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12941","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12942","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12943","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12944","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12945","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12946","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12947","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12948","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12949","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12950","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12951","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12952","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12953","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12954","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12955","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12956","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12957","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12958","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12959","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12960","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12961","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12962","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12963","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12964","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12965","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12966","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12967","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12968","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12969","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12970","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12971","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12972","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12973","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12974","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12975","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12976","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12977","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12978","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12979","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12980","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12981","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12982","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12983","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12984","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12985","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12986","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12987","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12988","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12989","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12990","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12991","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12992","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12993","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12994","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12995","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12996","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12997","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12998","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"12999","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13000","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13001","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13002","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13003","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13004","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13005","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13006","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13007","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13008","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13009","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13010","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13011","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13012","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13013","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13014","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13015","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13016","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13017","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13018","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13019","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13020","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13021","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13022","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13023","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13024","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13025","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13026","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13027","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13028","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13029","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13030","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13031","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13032","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13033","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13034","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13035","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13036","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13037","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13038","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13039","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13040","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13041","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13042","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13043","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13044","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13045","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13046","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13047","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13048","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13049","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13050","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13051","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13052","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13053","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13054","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13055","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13056","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13057","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13058","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13059","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13060","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13061","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13062","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13063","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13064","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13065","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13066","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13067","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13068","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13069","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13070","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13071","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13072","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13073","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13074","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13075","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13076","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13077","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13078","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13079","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13080","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13081","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13082","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13083","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13084","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13085","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13086","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13087","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13088","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13089","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13090","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13091","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13092","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13093","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13094","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13095","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13096","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13097","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13098","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13099","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13100","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13101","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13102","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13103","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13104","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13105","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13106","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13107","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13108","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13109","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13110","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13111","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13112","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13113","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13114","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13115","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13116","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13117","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13118","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13119","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13120","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13121","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13122","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13123","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13124","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13125","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13126","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13127","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13128","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13129","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13130","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13131","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13132","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13133","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13134","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13135","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13136","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
